name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,control_1,control_2,control_3,knockdown_1,knockdown_2,knockdown_3,knockdown_4
1700013D24Rik,0.9,1.6,0.3,0.287,-1.8,2.2,-0.82,4.1e-01,1.0e+00,NA,NA,0.9,3.8,0,0,0,1.3,0
Gm13562,0.9,1.6,0.3,0.287,-1.8,2.2,-0.82,4.1e-01,1.0e+00,NA,NA,0.9,3.8,0,0,0,1.3,0
Numa1,134,143.9,126.6,0.871,-0.2,0.24,-0.82,4.1e-01,1.0e+00,0.7708,7280,138.5,162.9,130.4,119.4,178.8,106,102
Jph2,107.4,118,99.4,0.857,-0.2,0.27,-0.82,4.1e-01,1.0e+00,0.7708,7281,99.7,160.3,94,105.8,67.4,114.3,110.3
Gm11465,0.9,0.3,1.4,3.66,1.9,2.29,0.82,4.1e-01,1.0e+00,NA,NA,0,0,0.8,0,4.7,0,0.9
Klhl33,16,13.7,17.6,1.292,0.4,0.45,0.82,4.1e-01,1.0e+00,0.7708,7282,13.9,10.2,17,21,12.5,20.4,16.7
Tbc1d7,105.5,98.5,110.8,1.122,0.2,0.2,0.82,4.1e-01,1.0e+00,0.7708,7283,95.1,105.6,94.8,107.9,123.9,109.2,102
Sec61a1,1854.4,1733.8,1944.9,1.123,0.2,0.2,0.82,4.1e-01,1.0e+00,0.7708,7284,1441.3,2235.6,1524.4,1817.4,1710.8,1826.7,2424.8
Sort1,26.4,29.4,24.1,0.794,-0.3,0.41,-0.82,4.1e-01,1.0e+00,0.7708,7285,40.6,19.1,28.4,22,34.5,16,24.1
Junos,11.1,8.9,12.8,1.371,0.5,0.56,0.82,4.1e-01,1.0e+00,0.771,7287,9.2,3.8,13.8,12.6,15.7,12.8,10.2
Amotl1,500,473.1,520.2,1.1,0.1,0.17,0.82,4.1e-01,1.0e+00,0.771,7288,448.7,533.1,437.4,565.7,528.4,432.4,554.3
Pdzrn4,2.3,1.4,2.9,2.059,1,1.28,0.82,4.1e-01,1.0e+00,NA,NA,1.8,2.5,0,4.2,3.1,0.6,3.7
Nckap5l,115.4,127.1,106.7,0.842,-0.2,0.3,-0.82,4.1e-01,1.0e+00,0.7712,7292,77.6,193.4,110.2,101.6,131.7,102.8,90.8
Tox2,1.7,2.5,1,0.441,-1.2,1.44,-0.82,4.1e-01,1.0e+00,NA,NA,0.9,5.1,1.6,2.1,0,1.9,0
Myg1,292,273.9,305.5,1.12,0.2,0.2,0.82,4.1e-01,1.0e+00,0.7712,7293,303.8,286.3,231.7,328.9,232.1,301.5,359.6
Supt20,94.2,100.7,89.3,0.877,-0.2,0.23,-0.82,4.1e-01,1.0e+00,0.7712,7294,112.6,77.6,111.8,90.1,101.9,87.5,77.9
9630013D21Rik,1.6,0.9,2.1,2.411,1.3,1.56,0.82,4.1e-01,1.0e+00,NA,NA,1.8,0,0.8,0,1.6,5.1,1.9
Bag5,152,162.5,144.2,0.888,-0.2,0.21,-0.82,4.1e-01,1.0e+00,0.7712,7296,163.4,136.1,187.9,165.5,120.7,157.1,133.5
Gm32854,5.5,6.8,4.6,0.648,-0.6,0.77,-0.82,4.1e-01,1.0e+00,0.7712,7296,7.4,8.9,4.1,6.3,6.3,1.9,3.7
Adissp,181.7,197.4,169.9,0.87,-0.2,0.25,-0.82,4.1e-01,1.0e+00,0.7712,7297,169.9,250.7,171.7,148.7,123.9,206.9,200.2
Sirt7,156.4,146.8,163.6,1.118,0.2,0.2,0.82,4.1e-01,1.0e+00,0.7712,7298,167.1,134.9,138.5,157.1,139.6,171.2,186.3
Ubtf,332,357.6,312.8,0.872,-0.2,0.24,-0.82,4.1e-01,1.0e+00,0.7712,7299,314.9,442.8,315.1,292.3,445.3,272.7,241
Ap4s1,135.5,145,128.4,0.887,-0.2,0.21,-0.82,4.1e-01,1.0e+00,0.7712,7299,154.2,122.1,158.8,150.8,101.9,132.8,127.9
Cep70,9.4,7.2,11.1,1.434,0.5,0.64,0.82,4.1e-01,1.0e+00,0.7712,7300,10.2,2.5,8.9,8.4,18.8,7.7,9.3
Tepsin,58.6,64.3,54.4,0.86,-0.2,0.27,-0.82,4.1e-01,1.0e+00,0.7715,7304,56.3,75.1,61.6,62.9,40.8,60,53.8
Gm6644,35.6,31.4,38.7,1.264,0.3,0.41,0.82,4.2e-01,1.0e+00,0.7717,7307,33.2,43.3,17.8,52.4,23.5,51.1,27.8
Wac,75,69.1,79.4,1.145,0.2,0.24,0.81,4.2e-01,1.0e+00,0.7717,7308,69.3,63.6,74.5,94.3,76.8,79.8,66.7
Trir,797.8,746.8,836,1.123,0.2,0.2,0.81,4.2e-01,1.0e+00,0.7717,7308,714.7,864,661.8,905,578.6,915.9,944.5
Pitx2,10.6,9,11.8,1.359,0.4,0.54,0.81,4.2e-01,1.0e+00,0.7717,7309,7.4,11.5,8.1,11.5,7.8,12.1,15.8
Kif7,4.6,5.6,3.8,0.635,-0.7,0.8,-0.81,4.2e-01,1.0e+00,0.7718,7310,7.4,3.8,5.7,2.1,6.3,3.8,2.8
Gm13816,1.4,2.2,0.9,0.42,-1.3,1.54,-0.81,4.2e-01,1.0e+00,NA,NA,0,2.5,4.1,1,0,0.6,1.9
Cpne7,9.7,7.5,11.4,1.447,0.5,0.65,0.81,4.2e-01,1.0e+00,0.7722,7316,7.4,1.3,13.8,12.6,14.1,11.5,7.4
Mta1,518.2,547.5,496.1,0.905,-0.1,0.18,-0.81,4.2e-01,1.0e+00,0.7722,7316,506.9,631.1,504.6,444.1,591.2,435.6,513.5
Colec12,875,913.2,846.4,0.926,-0.1,0.14,-0.81,4.2e-01,1.0e+00,0.7722,7317,927,937.8,874.8,893.5,917.3,774.7,799.9
Klhl10,1.5,2.3,0.9,0.44,-1.2,1.46,-0.81,4.2e-01,1.0e+00,NA,NA,2.8,2.5,1.6,0,0,2.6,0.9
Mir194-2,0.8,0.4,1.1,3.221,1.7,2.07,0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,0,1,1.6,1.9,0
Zbtb24,37.3,40.8,34.6,0.844,-0.2,0.3,-0.81,4.2e-01,1.0e+00,0.7722,7320,39.7,40.7,42.1,39.8,32.9,28.7,37.1
Aaas,95.3,88.9,100.1,1.142,0.2,0.24,0.81,4.2e-01,1.0e+00,0.7722,7320,83.1,101.8,81.8,101.6,73.7,109.2,115.9
Cacul1,88.3,82.4,92.8,1.13,0.2,0.22,0.81,4.2e-01,1.0e+00,0.7722,7321,79.4,80.2,87.5,84.8,86.2,96.4,103.8
Magi2,31.7,27.5,35,1.256,0.3,0.4,0.81,4.2e-01,1.0e+00,0.7722,7322,21.2,36.9,24.3,37.7,50.2,18.5,33.4
Gm30927,0.9,1.4,0.6,0.336,-1.6,1.94,-0.81,4.2e-01,1.0e+00,NA,NA,1.8,2.5,0,0,1.6,0.6,0
Mcu,12.4,14.5,10.8,0.733,-0.4,0.55,-0.81,4.2e-01,1.0e+00,0.7723,7325,11.1,17.8,14.6,15.7,11,4.5,12.1
Rpgrip1l,16.6,13.6,18.8,1.35,0.4,0.53,0.81,4.2e-01,1.0e+00,0.7724,7326,17.5,12.7,10.5,7.3,32.9,14.7,20.4
Sun2,175.3,164.9,183.2,1.11,0.2,0.18,0.81,4.2e-01,1.0e+00,0.7724,7327,144,184.5,166.1,181.2,205.4,175.6,170.6
Gm51640,2.7,1.7,3.5,1.88,0.9,1.12,0.81,4.2e-01,1.0e+00,NA,NA,1.8,0,3.2,2.1,6.3,3.8,1.9
Tubgcp4,26.2,23.2,28.3,1.221,0.3,0.35,0.81,4.2e-01,1.0e+00,0.7724,7328,17.5,25.4,26.7,28.3,28.2,28.1,28.7
Sephs1,167.7,158.3,174.7,1.109,0.1,0.18,0.81,4.2e-01,1.0e+00,0.7724,7329,156,173,145.8,181.2,158.4,165.4,193.7
Rps6kc1,85.7,93,80.2,0.864,-0.2,0.26,-0.81,4.2e-01,1.0e+00,0.7724,7330,94.2,103.1,81.8,53.4,95.7,91.3,80.6
Lrmda,103.4,111.4,97.4,0.881,-0.2,0.22,-0.81,4.2e-01,1.0e+00,0.7724,7330,119.1,99.2,115.8,97.4,81.5,120.1,90.8
2810021J22Rik,13.4,15.4,12,0.751,-0.4,0.51,-0.81,4.2e-01,1.0e+00,0.7724,7331,20.3,8.9,17,14.7,12.5,7.7,13
4930423B08Rik,1,1.7,0.4,0.293,-1.8,2.18,-0.81,4.2e-01,1.0e+00,NA,NA,0,5.1,0,1,0,0.6,0
Gm11532,1,1.7,0.4,0.293,-1.8,2.18,-0.81,4.2e-01,1.0e+00,NA,NA,0,5.1,0,1,0,0.6,0
Rad51c,6.2,5,7.1,1.488,0.6,0.71,0.81,4.2e-01,1.0e+00,0.7726,7336,4.6,6.4,4.1,6.3,4.7,10.9,6.5
3110067G11Rik,2.4,1.5,3,2.023,1,1.25,0.81,4.2e-01,1.0e+00,NA,NA,0,3.8,0.8,3.1,4.7,1.3,2.8
Tuba1b,2838,3047.9,2680.5,0.88,-0.2,0.23,-0.81,4.2e-01,1.0e+00,0.7728,7339,3325,3592,2226.7,2864.9,2347.4,2045.7,3463.9
Myo15a,1,1.7,0.4,0.292,-1.8,2.19,-0.81,4.2e-01,1.0e+00,NA,NA,0,5.1,0,0,0,0.6,0.9
Dusp9,7.5,5.9,8.7,1.555,0.6,0.78,0.81,4.2e-01,1.0e+00,0.773,7343,0.9,10.2,6.5,15.7,3.1,9.6,6.5
Elovl1,910.7,947.3,883.4,0.932,-0.1,0.12,-0.81,4.2e-01,1.0e+00,0.773,7344,956.6,941.6,943.7,860,914.2,920.4,838.9
Qsox2,64.3,70.4,59.8,0.86,-0.2,0.27,-0.81,4.2e-01,1.0e+00,0.773,7344,57.2,94.2,59.9,56.6,58,63.2,61.2
Prrc2c,383,344.8,411.6,1.191,0.3,0.31,0.81,4.2e-01,1.0e+00,0.773,7345,301,449.2,284.3,436.8,644.5,230.6,334.6
Adat2,18.7,15.9,20.8,1.286,0.4,0.45,0.81,4.2e-01,1.0e+00,0.773,7346,13.9,10.2,23.5,27.2,18.8,20.4,16.7
Otub1,229.6,217.2,238.8,1.102,0.1,0.17,0.81,4.2e-01,1.0e+00,0.7732,7349,196.7,244.3,210.6,242,233.6,218.4,261.4
Gm42339,25.6,20.7,29.4,1.373,0.5,0.56,0.81,4.2e-01,1.0e+00,0.7732,7350,15.7,20.4,25.9,14.7,69,13.4,20.4
Chka,312.8,330.6,299.4,0.902,-0.1,0.18,-0.81,4.2e-01,1.0e+00,0.7732,7350,349,333.4,309.4,292.3,368.5,293.2,243.8
9030607J07Rik,1.6,1,2.1,2.194,1.1,1.4,0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,1.6,2.1,1.6,1.9,2.8
Gm23547,1,1.5,0.5,0.343,-1.5,1.9,-0.81,4.2e-01,1.0e+00,NA,NA,0.9,1.3,2.4,2.1,0,0,0
Ccdc34,318.5,298.8,333.2,1.118,0.2,0.2,0.81,4.2e-01,1.0e+00,0.7734,7354,271.5,380.4,244.6,365.6,334,293.8,339.3
Gm20324,1.3,2,0.8,0.443,-1.2,1.45,-0.81,4.2e-01,1.0e+00,NA,NA,2.8,2.5,0.8,1,0,1.3,0.9
Gm53768,13.9,16,12.4,0.748,-0.4,0.52,-0.81,4.2e-01,1.0e+00,0.7734,7356,11.1,16.5,20.3,7.3,20.4,8.9,13
2410080I02Rik,17.5,20,15.8,0.775,-0.4,0.45,-0.81,4.2e-01,1.0e+00,0.7734,7357,12.9,26.7,20.3,14.7,22,11.5,14.8
Cdkl1,5.7,4.2,6.8,1.536,0.6,0.76,0.81,4.2e-01,1.0e+00,0.7738,7361,6.5,1.3,4.9,9.4,7.8,4.5,5.6
Tekt2,24.9,22,27,1.249,0.3,0.4,0.81,4.2e-01,1.0e+00,0.7738,7362,26.8,22.9,16.2,27.2,26.7,35.8,18.5
Minpp1,76.2,70.1,80.8,1.155,0.2,0.26,0.81,4.2e-01,1.0e+00,0.7738,7362,83.1,62.3,64.8,102.7,62.7,77.9,79.7
Tut4,121.4,113.1,127.6,1.125,0.2,0.21,0.81,4.2e-01,1.0e+00,0.7738,7363,128.3,96.7,114.2,146.7,120.7,130.9,112.2
Gm53672,1.7,0.9,2.2,2.362,1.2,1.53,0.81,4.2e-01,1.0e+00,NA,NA,2.8,0,0,3.1,1.6,0.6,3.7
Gm33381,1,1.5,0.6,0.345,-1.5,1.9,-0.81,4.2e-01,1.0e+00,NA,NA,2.8,0,1.6,0,1.6,0,0.9
Gm51770,10,11.7,8.8,0.716,-0.5,0.59,-0.81,4.2e-01,1.0e+00,0.7738,7366,12.9,5.1,17,9.4,12.5,7.7,5.6
Fbxl7,13.5,15.7,11.9,0.744,-0.4,0.53,-0.81,4.2e-01,1.0e+00,0.7738,7366,25.9,8.9,12.2,13.6,14.1,11.5,8.3
Lime1,88.7,82,93.8,1.142,0.2,0.24,0.81,4.2e-01,1.0e+00,0.7742,7372,64.6,91.6,89.9,104.8,92.5,80.5,97.3
Pdha1,195.4,180.6,206.5,1.151,0.2,0.25,0.81,4.2e-01,1.0e+00,0.7742,7372,158.8,202.3,180.6,254.5,123.9,205.7,241.9
Gm16263,1.8,2.5,1.3,0.491,-1,1.27,-0.81,4.2e-01,1.0e+00,NA,NA,4.6,1.3,1.6,2.1,1.6,0.6,0.9
Gm38852,1.2,0.6,1.6,2.669,1.4,1.75,0.81,4.2e-01,1.0e+00,NA,NA,0.9,0,0.8,2.1,0,0.6,3.7
Gm53717,4.2,5.5,3.2,0.568,-0.8,1.01,-0.81,4.2e-01,1.0e+00,0.7742,7375,12,3.8,0.8,1,6.3,3.8,1.9
D17H6S56E-5,505.2,452.7,544.6,1.206,0.3,0.33,0.81,4.2e-01,1.0e+00,0.7742,7375,314.9,791.4,251.9,576.1,461,470.1,671.1
1700003F12Rik,12.8,11,14.2,1.351,0.4,0.54,0.81,4.2e-01,1.0e+00,0.7742,7376,9.2,14,9.7,12.6,9.4,23.6,11.1
Nanog,0.9,0.4,1.2,3.461,1.8,2.21,0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,0,0,3.1,1.9,0
Gm9875,0.8,1.4,0.4,0.329,-1.6,1.99,-0.81,4.2e-01,1.0e+00,NA,NA,0.9,0,3.2,1,0,0.6,0
Gm33321,1.9,2.7,1.3,0.492,-1,1.27,-0.81,4.2e-01,1.0e+00,NA,NA,2.8,3.8,1.6,0,1.6,2.6,0.9
B3gat2,0.8,0.4,1.1,3.171,1.7,2.06,0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,0,2.1,0,1.3,0.9
Gm37500,0.8,0.4,1.1,3.171,1.7,2.06,0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,0,2.1,0,1.3,0.9
Snora7a,0.8,0.4,1.1,3.171,1.7,2.06,0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,0,2.1,0,1.3,0.9
Pcdhb7,8.7,10.7,7.2,0.71,-0.5,0.61,-0.81,4.2e-01,1.0e+00,0.7742,7382,14.8,11.5,5.7,7.3,4.7,9.6,7.4
Idh1,190.5,207.3,177.9,0.858,-0.2,0.27,-0.81,4.2e-01,1.0e+00,0.7742,7382,198.5,137.4,285.9,213.7,141.1,209.5,147.4
Npat,50.3,46.1,53.5,1.17,0.2,0.28,0.81,4.2e-01,1.0e+00,0.7742,7383,37.9,53.4,47,64.9,45.5,52.4,51
Lipa,241.8,253.8,232.8,0.913,-0.1,0.16,-0.81,4.2e-01,1.0e+00,0.7742,7384,267.8,227.8,265.7,234.6,247.8,223.5,225.2
Ap3s2,105.6,98.2,111.2,1.136,0.2,0.23,0.81,4.2e-01,1.0e+00,0.7742,7385,112.6,95.4,86.7,116.3,92.5,101.6,134.4
Erbin,224.5,212.1,233.8,1.103,0.1,0.18,0.81,4.2e-01,1.0e+00,0.7742,7385,228.1,189.6,218.7,254.5,207,251,222.5
Gm57823,1.4,0.6,1.9,2.827,1.5,1.86,0.81,4.2e-01,1.0e+00,NA,NA,1.8,0,0,2.1,4.7,0,0.9
Gm25296,0.6,1.1,0.1,0.261,-1.9,2.4,-0.81,4.2e-01,1.0e+00,NA,NA,0.9,0,2.4,0,0,0.6,0
Gm30373,0.6,1.1,0.1,0.261,-1.9,2.4,-0.81,4.2e-01,1.0e+00,NA,NA,0.9,0,2.4,0,0,0.6,0
Gm5493,0.6,1.1,0.1,0.261,-1.9,2.4,-0.81,4.2e-01,1.0e+00,NA,NA,0.9,0,2.4,0,0,0.6,0
Tmem121b,0.6,1.1,0.1,0.261,-1.9,2.4,-0.81,4.2e-01,1.0e+00,NA,NA,0.9,0,2.4,0,0,0.6,0
n-TPtgg7,0.6,1.1,0.1,0.261,-1.9,2.4,-0.81,4.2e-01,1.0e+00,NA,NA,0.9,0,2.4,0,0,0.6,0
Tram1,604.6,565.1,634.2,1.123,0.2,0.21,0.81,4.2e-01,1.0e+00,0.7743,7391,423.8,596.8,674.7,768.9,522.2,640.6,605.3
Nek8,43.4,47.3,40.5,0.851,-0.2,0.29,-0.81,4.2e-01,1.0e+00,0.7743,7392,41.6,50.9,49.4,45,45.5,39,32.4
Ercc3,114.8,122.1,109.4,0.892,-0.2,0.2,-0.81,4.2e-01,1.0e+00,0.7743,7393,141.3,110.7,114.2,104.8,119.2,109.9,103.8
Man2c1,182.7,195.9,172.8,0.879,-0.2,0.23,-0.81,4.2e-01,1.0e+00,0.7743,7394,219.8,150.1,217.9,158.2,191.3,208.2,133.5
Arl6ip1,485.6,519.4,460.2,0.889,-0.2,0.21,-0.81,4.2e-01,1.0e+00,0.7743,7395,557.7,491.1,509.5,472.4,312,573.5,482.9
Fut7,0.8,1.4,0.4,0.327,-1.6,2,-0.81,4.2e-01,1.0e+00,NA,NA,0.9,0,3.2,0,0,0.6,0.9
Oard1,60.3,55,64.2,1.159,0.2,0.26,0.81,4.2e-01,1.0e+00,0.7746,7399,66.5,48.4,50.2,62.9,65.9,54.9,73.2
Idi1-ps1,1.7,1,2.2,2.402,1.3,1.57,0.81,4.2e-01,1.0e+00,NA,NA,0.9,1.3,0.8,3.1,0,5.7,0
Fate1,0.8,1.2,0.4,0.242,-2,2.54,-0.81,4.2e-01,1.0e+00,NA,NA,3.7,0,0,0,1.6,0,0
Gm46759,0.8,1.2,0.4,0.242,-2,2.54,-0.81,4.2e-01,1.0e+00,NA,NA,3.7,0,0,0,1.6,0,0
Ndp,0.8,1.2,0.4,0.242,-2,2.54,-0.81,4.2e-01,1.0e+00,NA,NA,3.7,0,0,0,1.6,0,0
Gars1,657.2,620,685.1,1.108,0.1,0.18,0.81,4.2e-01,1.0e+00,0.775,7407,489.4,758.3,612.4,661,627.2,694.9,757.3
Kif19b,2.1,1.4,2.7,2.142,1.1,1.36,0.81,4.2e-01,1.0e+00,NA,NA,2.8,1.3,0,5.2,0,3.8,1.9
AF357425,14.6,12.4,16.3,1.3,0.4,0.47,0.81,4.2e-01,1.0e+00,0.775,7408,10.2,11.5,15.4,11.5,20.4,16.6,16.7
Gm31623,3.1,2.2,3.7,1.736,0.8,0.99,0.81,4.2e-01,1.0e+00,NA,NA,2.8,1.3,2.4,2.1,3.1,5.1,4.6
4921524J17Rik,132.5,123.7,139,1.127,0.2,0.21,0.81,4.2e-01,1.0e+00,0.775,7410,114.5,122.1,134.5,172.8,112.9,134.1,136.3
Unc119b,167.5,177.1,160.3,0.906,-0.1,0.18,-0.81,4.2e-01,1.0e+00,0.775,7410,181,188.3,162,168.6,161.5,148.2,163.1
Fbxl12os,4.3,3.1,5.2,1.651,0.7,0.9,0.81,4.2e-01,1.0e+00,0.775,7411,3.7,2.5,3.2,10.5,1.6,5.7,2.8
Gm38523,1.2,0.5,1.8,2.808,1.5,1.85,0.81,4.2e-01,1.0e+00,NA,NA,0,0,1.6,2.1,3.1,0,1.9
Mdga1,151.1,137.4,161.4,1.183,0.2,0.3,0.81,4.2e-01,1.0e+00,0.775,7413,98.8,222.7,90.7,156.1,177.2,152,160.4
Mphosph6,77.5,72,81.6,1.151,0.2,0.25,0.81,4.2e-01,1.0e+00,0.775,7414,62.8,80.2,72.9,72.3,64.3,97.1,92.7
3110009F21Rik,0.5,0,0.9,4.891,2.3,2.84,0.81,4.2e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0.6,0
5830428M24Rik,0.5,0,0.9,4.891,2.3,2.84,0.81,4.2e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0.6,0
Foxd1,0.5,0,0.9,4.891,2.3,2.84,0.81,4.2e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0.6,0
Gm33555,0.5,0,0.9,4.891,2.3,2.84,0.81,4.2e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0.6,0
Gm34995,0.5,0,0.9,4.891,2.3,2.84,0.81,4.2e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0.6,0
Gm39607,0.5,0,0.9,4.891,2.3,2.84,0.81,4.2e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0.6,0
Gm51985,0.5,0,0.9,4.891,2.3,2.84,0.81,4.2e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0.6,0
Gm57813,0.5,0,0.9,4.891,2.3,2.84,0.81,4.2e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0.6,0
Hcfc1r1-ps1,0.5,0,0.9,4.891,2.3,2.84,0.81,4.2e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0.6,0
Marcksl1-ps4,0.5,0,0.9,4.891,2.3,2.84,0.81,4.2e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0.6,0
Otop2,0.5,0,0.9,4.891,2.3,2.84,0.81,4.2e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0.6,0
Strbp,40.2,35.5,43.8,1.212,0.3,0.34,0.81,4.2e-01,1.0e+00,0.775,7423,42.5,26.7,37.3,38.8,48.6,29.4,58.4
A930005G22Rik,0.4,1,0,0.19,-2.4,2.98,-0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,1.6,0,0,0,0
B3gat1,0.4,1,0,0.19,-2.4,2.98,-0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,1.6,0,0,0,0
Cd209f,0.4,1,0,0.19,-2.4,2.98,-0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,1.6,0,0,0,0
Erfl,0.4,1,0,0.19,-2.4,2.98,-0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,1.6,0,0,0,0
Gm30144,0.4,1,0,0.19,-2.4,2.98,-0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,1.6,0,0,0,0
Gm33987,0.4,1,0,0.19,-2.4,2.98,-0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,1.6,0,0,0,0
Gm39918,0.4,1,0,0.19,-2.4,2.98,-0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,1.6,0,0,0,0
Gm52865,0.4,1,0,0.19,-2.4,2.98,-0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,1.6,0,0,0,0
Gm54319,0.4,1,0,0.19,-2.4,2.98,-0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,1.6,0,0,0,0
Gm5960,0.4,1,0,0.19,-2.4,2.98,-0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,1.6,0,0,0,0
Gpr55,0.4,1,0,0.19,-2.4,2.98,-0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,1.6,0,0,0,0
Tekt3,0.4,1,0,0.19,-2.4,2.98,-0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,1.6,0,0,0,0
Trdn,0.4,1,0,0.19,-2.4,2.98,-0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,1.6,0,0,0,0
Zdhhc22,0.4,1,0,0.19,-2.4,2.98,-0.81,4.2e-01,1.0e+00,NA,NA,0,1.3,1.6,0,0,0,0
Gm57798,4,5.2,3.1,0.576,-0.8,0.99,-0.81,4.2e-01,1.0e+00,0.775,7434,0.9,2.5,12.2,4.2,3.1,3.2,1.9
Rab2a,1607.5,1533.1,1663.4,1.086,0.1,0.15,0.81,4.2e-01,1.0e+00,0.775,7435,1433,1631.2,1535,1700.1,1409.7,1875.2,1668.5
Acadm,151.1,163.2,142.1,0.867,-0.2,0.26,-0.81,4.2e-01,1.0e+00,0.775,7436,196.7,104.3,188.7,168.6,119.2,128.4,152
Hspa5,2472.1,2675.8,2319.2,0.867,-0.2,0.25,-0.81,4.2e-01,1.0e+00,0.775,7437,2061.8,2716.6,3249,2007,1474,3023.6,2772.4
Rbm45,21.9,19.1,24,1.251,0.3,0.4,0.81,4.2e-01,1.0e+00,0.775,7438,21.2,19.1,17,30.4,20.4,17.2,27.8
Gm31420,1,1.5,0.6,0.339,-1.6,1.94,-0.81,4.2e-01,1.0e+00,NA,NA,3.7,0,0.8,0,1.6,0,0.9
Gm17546,1,1.8,0.5,0.318,-1.7,2.05,-0.81,4.2e-01,1.0e+00,NA,NA,4.6,0,0.8,0,0,1.9,0
Arl14ep,95.3,87.1,101.5,1.161,0.2,0.27,0.81,4.2e-01,1.0e+00,0.7751,7441,58.2,92.9,110.2,119.4,103.5,84.9,98.3
Dscc1,13.1,11.2,14.5,1.328,0.4,0.51,0.81,4.2e-01,1.0e+00,0.7751,7441,7.4,16.5,9.7,18.9,11,14.1,13.9
Gm11476,5.1,6.7,3.9,0.597,-0.7,0.92,-0.81,4.2e-01,1.0e+00,0.7751,7442,4.6,14,1.6,1,4.7,2.6,7.4
Fzd10os,8,9.8,6.7,0.698,-0.5,0.64,-0.81,4.2e-01,1.0e+00,0.7751,7443,8.3,6.4,14.6,8.4,3.1,9.6,5.6
Slc10a1,1.1,1.5,0.8,0.348,-1.5,1.89,-0.81,4.2e-01,1.0e+00,NA,NA,0.9,1.3,2.4,0,3.1,0,0
1700064M15Rik,0.5,0,0.8,4.319,2.1,2.62,0.8,4.2e-01,1.0e+00,NA,NA,0,0,0,1,1.6,0.6,0
Gm10961,0.5,0,0.8,4.319,2.1,2.62,0.8,4.2e-01,1.0e+00,NA,NA,0,0,0,1,1.6,0.6,0
Gm32487,0.5,0,0.8,4.319,2.1,2.62,0.8,4.2e-01,1.0e+00,NA,NA,0,0,0,1,1.6,0.6,0
Gm49566,0.5,0,0.8,4.319,2.1,2.62,0.8,4.2e-01,1.0e+00,NA,NA,0,0,0,1,1.6,0.6,0
Gm52707,0.5,0,0.8,4.319,2.1,2.62,0.8,4.2e-01,1.0e+00,NA,NA,0,0,0,1,1.6,0.6,0
Gm5937,0.5,0,0.8,4.319,2.1,2.62,0.8,4.2e-01,1.0e+00,NA,NA,0,0,0,1,1.6,0.6,0
I830077J02Rik,0.5,0,0.8,4.319,2.1,2.62,0.8,4.2e-01,1.0e+00,NA,NA,0,0,0,1,1.6,0.6,0
Prickle4,0.5,0,0.8,4.319,2.1,2.62,0.8,4.2e-01,1.0e+00,NA,NA,0,0,0,1,1.6,0.6,0
Rps12-ps18,0.5,0,0.8,4.319,2.1,2.62,0.8,4.2e-01,1.0e+00,NA,NA,0,0,0,1,1.6,0.6,0
Ttc34,0.5,0,0.8,4.319,2.1,2.62,0.8,4.2e-01,1.0e+00,NA,NA,0,0,0,1,1.6,0.6,0
Kif2c,57.1,51.1,61.6,1.232,0.3,0.37,0.8,4.2e-01,1.0e+00,0.7754,7455,31.4,87.8,34,63.9,48.6,58.1,76
Pcyt1b,3.4,2.4,4.2,1.779,0.8,1.03,0.8,4.2e-01,1.0e+00,0.7754,7456,1.8,3.8,1.6,7.3,1.6,1.3,6.5
Pin4,88.5,94.4,84,0.879,-0.2,0.23,-0.8,4.2e-01,1.0e+00,0.7754,7457,86.8,87.8,108.5,77.5,103.5,79.2,76
