NM_011653.2,5410.6,6652,4479.6,0.674,-0.6,0.13,-4.31,1.6e-05,6.4e-01,0.0011,0,5640,7207.3,7108.8,4281.1,4010.1,4790.5,4836.8
NM_027450.3,768.7,1034.3,569.4,0.552,-0.9,0.2,-4.33,1.5e-05,5.9e-01,0.0011,0,859.5,1253.5,989.9,520.5,506.7,693.5,556.9
NM_031170.2,814.7,387.6,1135,2.931,1.6,0.36,4.32,1.5e-05,6.0e-01,0.0011,0,516.4,437.1,209.4,1361.8,790.9,1091.3,1295.8
NM_177614.3,968.9,1190.9,802.4,0.675,-0.6,0.13,-4.31,1.6e-05,6.4e-01,0.0011,0,1276.3,1242.2,1054.3,735.1,800.2,914.1,760.1
NM_181415.4,125.4,171.2,91.2,0.539,-0.9,0.21,-4.32,1.6e-05,6.3e-01,0.0011,0,171.5,167.6,174.4,102,68,103.3,91.4
NM_182927.3,145,81.6,192.5,2.362,1.2,0.29,4.31,1.6e-05,6.4e-01,0.0011,0,68.2,103.3,73.3,226.1,222.4,142.2,179.2
NR_002870.2,87.9,146.1,44.4,0.3,-1.7,0.4,-4.31,1.6e-05,6.5e-01,0.0011,0,110.7,113.4,214.3,52.6,54.1,40.2,30.5
NM_001267717.1,333.5,126.2,488.9,3.88,2,0.46,4.29,1.8e-05,7.1e-01,0.0012,0,83.9,167.6,127.1,761.4,367.6,253.1,573.5
NM_019444.2,262.9,374.8,179.1,0.48,-1.1,0.25,-4.3,1.7e-05,6.7e-01,0.0012,0,414.1,292.3,418,156.7,142.1,216.1,201.3
NR_028278.1,208.3,331.2,116,0.349,-1.5,0.35,-4.3,1.7e-05,6.8e-01,0.0012,0,367.9,249.4,376.4,101,160.6,133.2,69.3
XM_030244638.1,60.2,23.5,87.6,3.771,1.9,0.45,4.3,1.7e-05,6.8e-01,0.0012,0,31.4,27.7,11.4,78.9,77.2,79,115.4
XR_873148.2,54.5,26.6,75.3,2.83,1.5,0.35,4.29,1.8e-05,7.0e-01,0.0012,0,35,25.2,19.6,61,91.1,81,68.3
NM_001039151.1,710.8,545.7,834.7,1.535,0.6,0.14,4.28,1.9e-05,7.4e-01,0.0013,0,551.5,607.2,478.3,769.8,756.9,874.6,937.4
NM_001177840.1,52.8,29.7,70.1,2.379,1.3,0.29,4.28,1.9e-05,7.5e-01,0.0013,0,32.3,34,22.8,79.9,69.5,64.4,66.5
XR_390385.3,68.9,101.4,44.6,0.446,-1.2,0.27,-4.28,1.9e-05,7.4e-01,0.0013,0,105.1,90.7,108.4,51.5,30.9,51.6,44.3
NM_001110146.1,191,128.1,238.1,1.847,0.9,0.21,4.25,2.1e-05,8.4e-01,0.0014,0,128.2,118.4,137.7,269.2,254.9,183.6,244.7
NM_001113549.1,1251.4,1632.8,965.3,0.591,-0.8,0.18,-4.25,2.2e-05,8.6e-01,0.0014,0,1776.1,1324,1798.2,849.7,912.9,935.8,1162.8
NM_029752.2,387.7,294.7,457.4,1.556,0.6,0.15,4.25,2.2e-05,8.5e-01,0.0014,0,293.2,309.9,281.1,499.5,393.9,422.6,513.5
NM_172463.5,2056.6,3339.4,1094.6,0.328,-1.6,0.38,-4.25,2.2e-05,8.6e-01,0.0014,0,3518.1,2520.8,3979.3,672,1745.5,1226.5,734.2
NM_175407.3,115.8,171,74.4,0.44,-1.2,0.28,-4.25,2.1e-05,8.3e-01,0.0014,0,144.8,172.6,195.5,69.4,60.2,100.7,67.4
NR_045629.1,81.7,37.4,114.9,3.102,1.6,0.38,4.24,2.2e-05,8.7e-01,0.0014,0,34.1,55.4,22.8,113.6,132.8,88.6,124.7
NM_007467.4,301.1,132.1,427.9,3.247,1.7,0.4,4.22,2.4e-05,9.5e-01,0.0015,0,188.1,148.7,59.5,374.4,389.3,485.1,462.7
NM_013507.3,674.7,1033.2,405.9,0.393,-1.3,0.32,-4.24,2.3e-05,9.0e-01,0.0015,0,720.2,1137.6,1241.7,303.9,421.7,320.6,577.2
NR_153383.1,51,18,75.7,4.234,2.1,0.49,4.23,2.4e-05,9.4e-01,0.0015,0,20.3,23.9,9.8,61,109.7,51.6,80.4
XM_006500591.3,24.1,7.8,36.3,4.881,2.3,0.54,4.23,2.3e-05,9.3e-01,0.0015,0,7.4,12.6,3.3,42.1,35.5,32.5,35.1
XM_030243873.2,464.3,272.1,608.6,2.237,1.2,0.27,4.23,2.4e-05,9.3e-01,0.0015,0,356,239.4,220.8,740.3,502,484.5,707.5
XR_004935503.1,223.7,357.5,123.2,0.342,-1.5,0.37,-4.22,2.4e-05,9.6e-01,0.0015,0,409.4,272.1,391.1,113.6,191.5,112.2,75.7
NM_001033238.1,245.8,157.8,311.9,1.969,1,0.23,4.22,2.4e-05,9.7e-01,0.0016,0,191.8,137.3,144.2,256.6,375.4,276.7,339
NM_001109909.1,72,0,126,698.031,9.4,2.24,4.22,2.5e-05,9.9e-01,0.0016,0,0,0,0,178.8,0,265.2,60
NM_001426015.1,65.9,0,115.2,638.566,9.3,2.21,4.22,2.5e-05,9.8e-01,0.0016,0,0,0,0,89.4,0,244.1,127.5
NM_009778.3,38869.4,61932.3,21572.2,0.348,-1.5,0.36,-4.22,2.5e-05,9.9e-01,0.0016,0,78481.8,46923.5,60391.5,12496.3,29236.7,29067.3,15488.4
